Year,LandUseCode,BuildingValue,YardValue,LandValue,Acres,SpecialLand,TotalValue,anum,FullAddress,ParcelID
2015,101  - One Family,219800,0,250500,"6,876.00",0.0,470300,14316,352 APPLETON ST,184.0-0006-0012.0
2014,101  - One Family,219800,0,231700,"6,876.00",0.0,451500,14316,352 APPLETON ST,184.0-0006-0012.0
2013,101  - One Family,219800,0,220500,"6,876.00",0.0,440300,14316,352 APPLETON ST,184.0-0006-0012.0
2012,101  - One Family,234000,0,200400,"6,876.00",0.0,434400,14316,352 APPLETON ST,184.0-0006-0012.0
2011,101  - One Family,234000,0,200400,"6,876.00",0.0,434400,14316,352 APPLETON ST,184.0-0006-0012.0
2010,101  - One Family,234000,0,200400,"6,876.00",0.0,434400,14316,352 APPLETON ST,184.0-0006-0012.0
2009,101  - One Family,254000,0,202300,"6,876.00",0.0,456300,14316,352 APPLETON ST,184.0-0006-0012.0
2008,101  - One Family,264500,0,202300,"6,876.00",0.0,466800,14316,352 APPLETON ST,184.0-0006-0012.0
2007,101  - One Family,278500,0,212900,"6,876.00",0.0,491400,14316,352 APPLETON ST,184.0-0006-0012.0
2006,101  - One Family,250700,0,172600,"6,876.00",0.0,423300,14316,352 APPLETON ST,184.0-0006-0012.0
2005,101  - One Family,236500,0,169100,"6,876.00",0.0,405600,14316,352 APPLETON ST,184.0-0006-0012.0
2004,101  - One Family,236500,0,169100,"6,876.00",0.0,405600,14316,352 APPLETON ST,184.0-0006-0012.0
2003,101  - One Family,154200,0,137800,"6,876.00",0.0,292000,14316,352 APPLETON ST,184.0-0006-0012.0
2002,101  - One Family,154200,0,125300,"6,876.00",0.0,279500,14316,352 APPLETON ST,184.0-0006-0012.0
2001,101  - One Family,152900,0,125300,"6,876.00",0.0,278200,14316,352 APPLETON ST,184.0-0006-0012.0
2000,101  - One Family,116600,0,103500,0.16,0.0,220100,14316,352 APPLETON ST,184.0-0006-0012.0
1999,101  - One Family,116600,0,103500,,0.0,220100,14316,352 APPLETON ST,184.0-0006-0012.0
1998,101  - One Family,116600,0,94100,,0.0,210700,14316,352 APPLETON ST,184.0-0006-0012.0
1997,101  - One Family,109400,0,84700,,0.0,194100,14316,352 APPLETON ST,184.0-0006-0012.0
1996,101  - One Family,109400,0,84700,,0.0,194100,14316,352 APPLETON ST,184.0-0006-0012.0
1995,101  - One Family,109400,0,84700,,0.0,194100,14316,352 APPLETON ST,184.0-0006-0012.0
1994,101  - One Family,116300,0,82800,,0.0,199100,14316,352 APPLETON ST,184.0-0006-0012.0
1993,101  - One Family,116300,0,82800,,0.0,199100,14316,352 APPLETON ST,184.0-0006-0012.0
1992,101  - One Family,119900,0,85400,,0.0,205300,14316,352 APPLETON ST,184.0-0006-0012.0
2026,102  - Condo,361200,0,0,0.00,0.0,361200,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2025,102  - Condo,348700,0,0,0.00,0.0,348700,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2024,102  - Condo,314600,0,0,0.00,0.0,314600,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2023,102  - Condo,303000,0,0,0.00,0.0,303000,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2022,102  - Condo,295200,0,0,0.00,0.0,295200,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2021,102  - Condo,287500,0,0,0.00,0.0,287500,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2020,102  - Condo,283600,0,0,0.00,0.0,283600,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2019,102  - Condo,273100,0,0,0.00,0.0,273100,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2018,102  - Condo,243600,0,0,0.00,0.0,243600,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2017,102  - Condo,201300,0,0,0.00,0.0,201300,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2016,102  - Condo,190100,0,0,0.00,0.0,190100,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2015,102  - Condo,187200,0,0,0.00,0.0,187200,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2014,102  - Condo,179400,0,0,0.00,0.0,179400,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2013,102  - Condo,179400,0,0,0.00,0.0,179400,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2012,102  - Condo,205300,0,0,0.00,0.0,205300,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2011,102  - Condo,205300,0,0,0.00,0.0,205300,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2010,102  - Condo,242300,0,0,0.00,0.0,242300,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2009,102  - Condo,248900,0,0,0.00,0.0,248900,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2008,102  - Condo,251500,0,0,0.00,0.0,251500,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2007,102  - Condo,259300,0,0,0.00,0.0,259300,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2006,102  - Condo,223600,0,0,0.00,0.0,223600,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2005,102  - Condo,213000,0,0,0.00,0.0,213000,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2004,102  - Condo,213000,0,0,0.00,0.0,213000,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2003,102  - Condo,161000,0,0,0.00,0.0,161000,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2002,102  - Condo,155700,0,0,0.00,0.0,155700,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2001,102  - Condo,155700,0,0,0.00,0.0,155700,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2000,102  - Condo,120600,0,0,0.00,0.0,120600,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
1999,102  - Condo,120600,0,0,,0.0,120600,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
1998,102  - Condo,0,0,0,,0.0,0,12827,49-53 APPLETON ST #2,165.0-0005-0015.A
2026,101  - One Family,754300,0,626600,"6,888.00",0.0,1380900,12918,122 APPLETON ST,167.0-0002-0027.0
2025,101  - One Family,765400,0,582800,"6,888.00",0.0,1348200,12918,122 APPLETON ST,167.0-0002-0027.0
2024,101  - One Family,697300,0,551400,"6,888.00",0.0,1248700,12918,122 APPLETON ST,167.0-0002-0027.0
2023,101  - One Family,669100,0,482500,"6,888.00",0.0,1151600,12918,122 APPLETON ST,167.0-0002-0027.0
2022,101  - One Family,602800,0,438700,"6,888.00",0.0,1041500,12918,122 APPLETON ST,167.0-0002-0027.0
2021,101  - One Family,584400,0,438700,"6,888.00",0.0,1023100,12918,122 APPLETON ST,167.0-0002-0027.0
2020,101  - One Family,581600,0,438600,"6,888.00",0.0,1020200,12918,122 APPLETON ST,167.0-0002-0027.0
2019,101  - One Family,481000,0,438600,"6,888.00",0.0,919600,12918,122 APPLETON ST,167.0-0002-0027.0
2018,101  - One Family,345000,0,388500,"6,888.00",0.0,733500,12918,122 APPLETON ST,167.0-0002-0027.0
2017,101  - One Family,345000,0,325900,"6,888.00",0.0,670900,12918,122 APPLETON ST,167.0-0002-0027.0
2016,101  - One Family,345000,0,325900,"6,888.00",0.0,670900,12918,122 APPLETON ST,167.0-0002-0027.0
2015,101  - One Family,326400,0,282000,"6,888.00",0.0,608400,12918,122 APPLETON ST,167.0-0002-0027.0
2014,101  - One Family,326400,0,272600,"6,888.00",0.0,599000,12918,122 APPLETON ST,167.0-0002-0027.0
2013,101  - One Family,326400,0,259400,"6,888.00",0.0,585800,12918,122 APPLETON ST,167.0-0002-0027.0
2012,101  - One Family,321600,0,225600,"6,888.00",0.0,547200,12918,122 APPLETON ST,167.0-0002-0027.0
2011,101  - One Family,321600,0,225600,"6,888.00",0.0,547200,12918,122 APPLETON ST,167.0-0002-0027.0
2010,101  - One Family,321600,0,225600,"6,888.00",0.0,547200,12918,122 APPLETON ST,167.0-0002-0027.0
2009,101  - One Family,353500,0,221100,"6,888.00",0.0,574600,12918,122 APPLETON ST,167.0-0002-0027.0
2008,101  - One Family,368300,0,227200,"6,888.00",0.0,595500,12918,122 APPLETON ST,167.0-0002-0027.0
2007,101  - One Family,326200,0,231900,"6,888.00",0.0,558100,12918,122 APPLETON ST,167.0-0002-0027.0
2006,101  - One Family,354400,0,199300,"6,888.00",0.0,553700,12918,122 APPLETON ST,167.0-0002-0027.0
2005,101  - One Family,299700,0,188000,"6,888.00",0.0,487700,12918,122 APPLETON ST,167.0-0002-0027.0
2004,101  - One Family,214900,0,188000,"6,888.00",0.0,402900,12918,122 APPLETON ST,167.0-0002-0027.0
2003,101  - One Family,162300,0,159800,"6,888.00",0.0,322100,12918,122 APPLETON ST,167.0-0002-0027.0
2002,101  - One Family,162300,0,131600,"6,888.00",0.0,293900,12918,122 APPLETON ST,167.0-0002-0027.0
2001,101  - One Family,162300,0,131600,"6,888.00",0.0,293900,12918,122 APPLETON ST,167.0-0002-0027.0
2000,101  - One Family,107200,0,103500,0.16,0.0,210700,12918,122 APPLETON ST,167.0-0002-0027.0
1999,101  - One Family,107200,0,103500,,0.0,210700,12918,122 APPLETON ST,167.0-0002-0027.0
1998,101  - One Family,107200,0,94100,,0.0,201300,12918,122 APPLETON ST,167.0-0002-0027.0
1997,101  - One Family,104700,0,84700,,0.0,189400,12918,122 APPLETON ST,167.0-0002-0027.0
1996,101  - One Family,104700,0,84700,,0.0,189400,12918,122 APPLETON ST,167.0-0002-0027.0
1995,101  - One Family,104700,0,84700,,0.0,189400,12918,122 APPLETON ST,167.0-0002-0027.0
1994,101  - One Family,90500,0,82900,,0.0,173400,12918,122 APPLETON ST,167.0-0002-0027.0
1993,101  - One Family,90500,0,82900,,0.0,173400,12918,122 APPLETON ST,167.0-0002-0027.0
1992,101  - One Family,93300,0,85500,,0.0,178800,12918,122 APPLETON ST,167.0-0002-0027.0
2026,101  - One Family,264500,0,473700,"4,362.00",0.0,738200,13073,252 APPLETON ST,169.0-0007-0007.0
2025,101  - One Family,268200,0,451700,"4,362.00",0.0,719900,13073,252 APPLETON ST,169.0-0007-0007.0
2024,101  - One Family,244500,0,451700,"4,362.00",0.0,696200,13073,252 APPLETON ST,169.0-0007-0007.0
2023,101  - One Family,234900,0,402100,"4,362.00",0.0,637000,13073,252 APPLETON ST,169.0-0007-0007.0
2022,101  - One Family,212800,0,385600,"4,362.00",0.0,598400,13073,252 APPLETON ST,169.0-0007-0007.0
2021,101  - One Family,206600,0,385600,"4,362.00",0.0,592200,13073,252 APPLETON ST,169.0-0007-0007.0
2020,101  - One Family,206600,0,385600,"4,362.00",0.0,592200,13073,252 APPLETON ST,169.0-0007-0007.0
2019,101  - One Family,188000,0,385600,"4,362.00",0.0,573600,13073,252 APPLETON ST,169.0-0007-0007.0
2018,101  - One Family,188900,0,325000,"4,362.00",0.0,513900,13073,252 APPLETON ST,169.0-0007-0007.0
2017,101  - One Family,188900,0,297500,"4,362.00",0.0,486400,13073,252 APPLETON ST,169.0-0007-0007.0
2016,101  - One Family,188900,0,253400,"4,362.00",0.0,442300,13073,252 APPLETON ST,169.0-0007-0007.0
2015,101  - One Family,178000,0,220300,"4,362.00",0.0,398300,13073,252 APPLETON ST,169.0-0007-0007.0
2014,101  - One Family,178000,0,203800,"4,362.00",0.0,381800,13073,252 APPLETON ST,169.0-0007-0007.0
2013,101  - One Family,178000,0,193900,"4,362.00",0.0,371900,13073,252 APPLETON ST,169.0-0007-0007.0
2012,101  - One Family,203700,0,176300,"4,362.00",0.0,380000,13073,252 APPLETON ST,169.0-0007-0007.0
2011,101  - One Family,203700,0,176300,"4,362.00",0.0,380000,13073,252 APPLETON ST,169.0-0007-0007.0
2010,101  - One Family,203700,0,176300,"4,362.00",0.0,380000,13073,252 APPLETON ST,169.0-0007-0007.0
2009,101  - One Family,191400,0,177900,"4,362.00",0.0,369300,13073,252 APPLETON ST,169.0-0007-0007.0
2008,101  - One Family,199400,0,177900,"4,362.00",0.0,377300,13073,252 APPLETON ST,169.0-0007-0007.0
2007,101  - One Family,209900,0,187300,"4,362.00",0.0,397200,13073,252 APPLETON ST,169.0-0007-0007.0
2006,101  - One Family,199700,0,151800,"4,362.00",0.0,351500,13073,252 APPLETON ST,169.0-0007-0007.0
2005,101  - One Family,188400,0,148700,"4,362.00",0.0,337100,13073,252 APPLETON ST,169.0-0007-0007.0
2004,101  - One Family,188400,0,148700,"4,362.00",0.0,337100,13073,252 APPLETON ST,169.0-0007-0007.0
2003,101  - One Family,127500,0,121200,"4,362.00",0.0,248700,13073,252 APPLETON ST,169.0-0007-0007.0
2002,101  - One Family,127500,0,110200,"4,362.00",0.0,237700,13073,252 APPLETON ST,169.0-0007-0007.0
2001,101  - One Family,127500,0,110200,"4,362.00",0.0,237700,13073,252 APPLETON ST,169.0-0007-0007.0
2000,101  - One Family,99300,0,87500,0.10,0.0,186800,13073,252 APPLETON ST,169.0-0007-0007.0
1999,101  - One Family,99300,0,87500,,0.0,186800,13073,252 APPLETON ST,169.0-0007-0007.0
1998,101  - One Family,99300,0,79600,,0.0,178900,13073,252 APPLETON ST,169.0-0007-0007.0
1997,101  - One Family,92100,0,71600,,0.0,163700,13073,252 APPLETON ST,169.0-0007-0007.0
1996,101  - One Family,92100,0,71600,,0.0,163700,13073,252 APPLETON ST,169.0-0007-0007.0
1995,101  - One Family,92100,0,71600,,0.0,163700,13073,252 APPLETON ST,169.0-0007-0007.0
1994,101  - One Family,83700,0,70200,,0.0,153900,13073,252 APPLETON ST,169.0-0007-0007.0
1993,101  - One Family,83700,0,70200,,0.0,153900,13073,252 APPLETON ST,169.0-0007-0007.0
1992,101  - One Family,86300,0,72400,,0.0,158700,13073,252 APPLETON ST,169.0-0007-0007.0
2026,101  - One Family,620700,0,522700,"6,259.00",0.0,1143400,14293,376 APPLETON ST,184.0-0004-0006.0
2025,101  - One Family,594000,0,498400,"6,259.00",0.0,1092400,14293,376 APPLETON ST,184.0-0004-0006.0
2024,101  - One Family,546400,0,498400,"6,259.00",0.0,1044800,14293,376 APPLETON ST,184.0-0004-0006.0
2023,101  - One Family,499300,0,443700,"6,259.00",0.0,943000,14293,376 APPLETON ST,184.0-0004-0006.0
2022,101  - One Family,454700,0,425400,"6,259.00",0.0,880100,14293,376 APPLETON ST,184.0-0004-0006.0
2021,101  - One Family,441500,0,425400,"6,259.00",0.0,866900,14293,376 APPLETON ST,184.0-0004-0006.0
2020,101  - One Family,441500,0,425400,"6,259.00",0.0,866900,14293,376 APPLETON ST,184.0-0004-0006.0
2019,101  - One Family,335100,0,425400,"6,259.00",0.0,760500,14293,376 APPLETON ST,184.0-0004-0006.0
2018,101  - One Family,335100,0,358600,"6,259.00",0.0,693700,14293,376 APPLETON ST,184.0-0004-0006.0
2017,101  - One Family,268100,0,328200,"6,259.00",0.0,596300,14293,376 APPLETON ST,184.0-0004-0006.0
2016,101  - One Family,186900,0,279600,"6,259.00",0.0,466500,14293,376 APPLETON ST,184.0-0004-0006.0
2015,101  - One Family,182300,0,243100,"6,259.00",0.0,425400,14293,376 APPLETON ST,184.0-0004-0006.0
2014,101  - One Family,182300,0,224900,"6,259.00",0.0,407200,14293,376 APPLETON ST,184.0-0004-0006.0
2013,101  - One Family,182300,0,213900,"6,259.00",0.0,396200,14293,376 APPLETON ST,184.0-0004-0006.0
2012,101  - One Family,189200,0,194500,"6,259.00",0.0,383700,14293,376 APPLETON ST,184.0-0004-0006.0
2011,101  - One Family,189200,0,194500,"6,259.00",0.0,383700,14293,376 APPLETON ST,184.0-0004-0006.0
2010,101  - One Family,189200,0,194500,"6,259.00",0.0,383700,14293,376 APPLETON ST,184.0-0004-0006.0
2009,101  - One Family,173700,0,196300,"6,259.00",0.0,370000,14293,376 APPLETON ST,184.0-0004-0006.0
2008,101  - One Family,181000,0,196300,"6,259.00",0.0,377300,14293,376 APPLETON ST,184.0-0004-0006.0
2007,101  - One Family,190500,0,206600,"6,259.00",0.0,397100,14293,376 APPLETON ST,184.0-0004-0006.0
2006,101  - One Family,185000,0,167500,"6,259.00",0.0,352500,14293,376 APPLETON ST,184.0-0004-0006.0
2005,101  - One Family,174600,0,164100,"6,259.00",0.0,338700,14293,376 APPLETON ST,184.0-0004-0006.0
2004,101  - One Family,174600,0,164100,"6,259.00",0.0,338700,14293,376 APPLETON ST,184.0-0004-0006.0
2003,101  - One Family,129500,0,133700,"6,259.00",0.0,263200,14293,376 APPLETON ST,184.0-0004-0006.0
2002,101  - One Family,129500,0,121600,"6,259.00",0.0,251100,14293,376 APPLETON ST,184.0-0004-0006.0
2001,101  - One Family,129500,0,121600,"6,259.00",0.0,251100,14293,376 APPLETON ST,184.0-0004-0006.0
2000,101  - One Family,87200,0,100600,0.14,0.0,187800,14293,376 APPLETON ST,184.0-0004-0006.0
1999,101  - One Family,87200,0,100600,,0.0,187800,14293,376 APPLETON ST,184.0-0004-0006.0
1998,101  - One Family,92700,0,91400,,0.0,184100,14293,376 APPLETON ST,184.0-0004-0006.0
1997,101  - One Family,86500,0,82300,,0.0,168800,14293,376 APPLETON ST,184.0-0004-0006.0
1996,101  - One Family,86500,0,82300,,0.0,168800,14293,376 APPLETON ST,184.0-0004-0006.0
1995,101  - One Family,86500,0,82300,,0.0,168800,14293,376 APPLETON ST,184.0-0004-0006.0
1994,101  - One Family,82100,0,80300,,0.0,162400,14293,376 APPLETON ST,184.0-0004-0006.0
1993,101  - One Family,82100,0,80300,,0.0,162400,14293,376 APPLETON ST,184.0-0004-0006.0
1992,101  - One Family,84600,0,82800,,0.0,167400,14293,376 APPLETON ST,184.0-0004-0006.0
2026,101  - One Family,195900,0,475700,"4,877.00",0.0,671600,13693,323 APPLETON ST,175.0-0008-0005.0
2025,101  - One Family,187200,0,453100,"4,877.00",0.0,640300,13693,323 APPLETON ST,175.0-0008-0005.0
2024,101  - One Family,176400,0,436100,"4,877.00",0.0,612500,13693,323 APPLETON ST,175.0-0008-0005.0
2023,101  - One Family,161100,0,407700,"4,877.00",0.0,568800,13693,323 APPLETON ST,175.0-0008-0005.0
2022,101  - One Family,146500,0,396400,"4,877.00",0.0,542900,13693,323 APPLETON ST,175.0-0008-0005.0
2021,101  - One Family,142200,0,396400,"4,877.00",0.0,538600,13693,323 APPLETON ST,175.0-0008-0005.0
2020,101  - One Family,142200,0,396400,"4,877.00",0.0,538600,13693,323 APPLETON ST,175.0-0008-0005.0
2019,101  - One Family,126800,0,390800,"4,877.00",0.0,517600,13693,323 APPLETON ST,175.0-0008-0005.0
2018,101  - One Family,126800,0,300100,"4,877.00",0.0,426900,13693,323 APPLETON ST,175.0-0008-0005.0
2017,101  - One Family,126800,0,283200,"4,877.00",0.0,410000,13693,323 APPLETON ST,175.0-0008-0005.0
2016,101  - One Family,126800,0,260500,"4,877.00",0.0,387300,13693,323 APPLETON ST,175.0-0008-0005.0
2015,101  - One Family,123600,0,243500,"4,877.00",0.0,367100,13693,323 APPLETON ST,175.0-0008-0005.0
2014,101  - One Family,123600,0,224300,"4,877.00",0.0,347900,13693,323 APPLETON ST,175.0-0008-0005.0
2013,101  - One Family,123600,0,224300,"4,877.00",0.0,347900,13693,323 APPLETON ST,175.0-0008-0005.0
2012,101  - One Family,118100,0,186900,"4,877.00",0.0,305000,13693,323 APPLETON ST,175.0-0008-0005.0
2011,101  - One Family,118100,0,186900,"4,877.00",0.0,305000,13693,323 APPLETON ST,175.0-0008-0005.0
2010,101  - One Family,118100,0,186900,"4,877.00",0.0,305000,13693,323 APPLETON ST,175.0-0008-0005.0
2009,101  - One Family,86500,0,186800,"4,877.00",0.0,273300,13693,323 APPLETON ST,175.0-0008-0005.0
2008,101  - One Family,90100,0,186800,"4,877.00",0.0,276900,13693,323 APPLETON ST,175.0-0008-0005.0
2007,101  - One Family,92900,0,192500,"4,877.00",0.0,285400,13693,323 APPLETON ST,175.0-0008-0005.0
2006,101  - One Family,92500,0,156100,"4,877.00",0.0,248600,13693,323 APPLETON ST,175.0-0008-0005.0
2005,101  - One Family,87200,0,147200,"4,877.00",0.0,234400,13693,323 APPLETON ST,175.0-0008-0005.0
2004,101  - One Family,87200,0,147200,"4,877.00",0.0,234400,13693,323 APPLETON ST,175.0-0008-0005.0
2003,101  - One Family,77500,0,121800,"4,877.00",0.0,199300,13693,323 APPLETON ST,175.0-0008-0005.0
2002,101  - One Family,77500,0,107600,"4,877.00",0.0,185100,13693,323 APPLETON ST,175.0-0008-0005.0
2001,101  - One Family,77500,0,107600,"4,877.00",0.0,185100,13693,323 APPLETON ST,175.0-0008-0005.0
2000,101  - One Family,61400,0,91300,0.11,0.0,152700,13693,323 APPLETON ST,175.0-0008-0005.0
1999,101  - One Family,61400,0,91300,,0.0,152700,13693,323 APPLETON ST,175.0-0008-0005.0
1998,101  - One Family,61400,0,83000,,0.0,144400,13693,323 APPLETON ST,175.0-0008-0005.0
1997,101  - One Family,59600,0,74700,,0.0,134300,13693,323 APPLETON ST,175.0-0008-0005.0
1996,101  - One Family,59600,0,74700,,0.0,134300,13693,323 APPLETON ST,175.0-0008-0005.0
1995,101  - One Family,59600,0,74700,,0.0,134300,13693,323 APPLETON ST,175.0-0008-0005.0
1994,101  - One Family,42100,0,73400,,0.0,115500,13693,323 APPLETON ST,175.0-0008-0005.0
1993,101  - One Family,42100,0,73400,,0.0,115500,13693,323 APPLETON ST,175.0-0008-0005.0
1992,101  - One Family,43400,0,75700,,0.0,119100,13693,323 APPLETON ST,175.0-0008-0005.0
2026,101  - One Family,381500,0,440400,"3,475.00",0.0,821900,14093,469 APPLETON ST,179.0-0004-0021.0
2025,101  - One Family,375900,0,419400,"3,475.00",0.0,795300,14093,469 APPLETON ST,179.0-0004-0021.0
2024,101  - One Family,341900,0,403700,"3,475.00",0.0,745600,14093,469 APPLETON ST,179.0-0004-0021.0
2023,101  - One Family,290600,0,377500,"3,475.00",0.0,668100,14093,469 APPLETON ST,179.0-0004-0021.0
2022,101  - One Family,277500,0,367000,"3,475.00",0.0,644500,14093,469 APPLETON ST,179.0-0004-0021.0
2021,101  - One Family,254800,0,367000,"3,475.00",0.0,621800,14093,469 APPLETON ST,179.0-0004-0021.0
2020,101  - One Family,254800,0,367000,"3,475.00",0.0,621800,14093,469 APPLETON ST,179.0-0004-0021.0
2019,101  - One Family,216000,0,361700,"3,475.00",0.0,577700,14093,469 APPLETON ST,179.0-0004-0021.0
2018,101  - One Family,216000,0,277900,"3,475.00",0.0,493900,14093,469 APPLETON ST,179.0-0004-0021.0
2017,101  - One Family,216000,0,262100,"3,475.00",0.0,478100,14093,469 APPLETON ST,179.0-0004-0021.0
2016,101  - One Family,216000,0,241200,"3,475.00",0.0,457200,14093,469 APPLETON ST,179.0-0004-0021.0
2015,101  - One Family,206000,0,225400,"3,475.00",0.0,431400,14093,469 APPLETON ST,179.0-0004-0021.0
2014,101  - One Family,206000,0,207600,"3,475.00",0.0,413600,14093,469 APPLETON ST,179.0-0004-0021.0
2013,101  - One Family,206000,0,207600,"3,475.00",0.0,413600,14093,469 APPLETON ST,179.0-0004-0021.0
2012,101  - One Family,213100,0,173000,"3,475.00",0.0,386100,14093,469 APPLETON ST,179.0-0004-0021.0
2011,101  - One Family,213100,0,173000,"3,475.00",0.0,386100,14093,469 APPLETON ST,179.0-0004-0021.0
2010,101  - One Family,213100,0,173000,"3,475.00",0.0,386100,14093,469 APPLETON ST,179.0-0004-0021.0
2009,101  - One Family,193700,0,172900,"3,475.00",0.0,366600,14093,469 APPLETON ST,179.0-0004-0021.0
2008,101  - One Family,201700,0,172900,"3,475.00",0.0,374600,14093,469 APPLETON ST,179.0-0004-0021.0
2007,101  - One Family,208000,0,178200,"3,475.00",0.0,386200,14093,469 APPLETON ST,179.0-0004-0021.0
2006,101  - One Family,208300,0,144500,"3,475.00",0.0,352800,14093,469 APPLETON ST,179.0-0004-0021.0
2005,101  - One Family,196500,0,136300,"3,475.00",0.0,332800,14093,469 APPLETON ST,179.0-0004-0021.0
2004,101  - One Family,191400,0,136300,"3,475.00",0.0,327700,14093,469 APPLETON ST,179.0-0004-0021.0
2003,101  - One Family,150600,0,112700,"3,475.00",0.0,263300,14093,469 APPLETON ST,179.0-0004-0021.0
2002,101  - One Family,150600,0,99600,"3,475.00",0.0,250200,14093,469 APPLETON ST,179.0-0004-0021.0
